Timestamp,Reporting Entity,Reporting User,Platform,URL,Report Type,Screenshot URL,Answer Date,Platform Decision,Policy,Appeal
1/15/2023 20:37,VOST Europe,Sara Mcintosh,TikTok,https://tiktok.com/0577a9ae-19dd-4476-94c6-deb1fcffba54,Illegal Content,https://www.google.com/,2/10/2023 20:37,Demoted,Policy X,No
1/16/2023 11:19,VOST Europe,John Macias,Bing,https://bing.com/93a11456-e433-4045-8d21-13ce514241c4,Platform Manipulation,https://www.google.com/,1/31/2023 11:19,Removed,Policy X,No
1/16/2023 14:00,VOST Europe,Cynthia Diaz DDS,LinkedIn,https://linkedin.com/2b414fc3-fa37-4d89-86c1-5c1b4d554fab,Illegal Content,https://www.google.com/,1/17/2023 14:00,Demoted,Policy Y,No
1/16/2023 18:22,VOST Europe,Dana Lopez,WhatsApp,https://whatsapp.com/a567e8c5-8cc8-40f6-b6c2-c9a8277d9602,Disinformation,https://www.google.com/,2/12/2023 18:22,No Action,Policy Z,Yes
1/17/2023 18:36,VOST Europe,Dr. Mario Hill,WhatsApp,https://whatsapp.com/f8ca3c76-fd27-4dc1-a9cb-00498e57536c,Spam,https://www.google.com/,2/1/2023 18:36,No Action,Policy W,Yes
1/17/2023 19:26,VOST Europe,Michelle Wilson,Facebook,https://facebook.com/31d44852-5312-4092-b483-7a5730bb0402,Spam,,,,,
1/18/2023 5:23,VOST Europe,James Ponce,Google,https://google.com/1a8709cf-5530-4aa8-94ff-84f2f25b26ea,Illegal Content,https://www.google.com/,1/21/2023 5:23,No Action,Policy Z,No
1/19/2023 3:50,VOST Europe,Erin Brown,LinkedIn,https://linkedin.com/ee9705dc-4e59-4620-9ac2-e6813e849eda,Disinformation,https://www.google.com/,2/13/2023 3:50,Removed,Policy X,No
1/19/2023 22:00,VOST Europe,Jennifer Campbell,Instagram,https://instagram.com/6dd64d4d-61ba-4c43-855e-5bd3b377cc03,Disinformation,https://www.google.com/,2/12/2023 22:00,No Action,Policy X,No
1/20/2023 14:14,VOST Europe,Megan Fuller,Facebook,https://facebook.com/1956c038-6a9c-4f70-93df-acec3fc68ed4,Disinformation,,,,,
1/21/2023 1:01,VOST Europe,Gregory Anderson,LinkedIn,https://linkedin.com/4510bf49-a1be-487e-8232-289379b2ffa1,Platform Manipulation,https://www.google.com/,2/16/2023 1:01,Removed,Policy Z,No
1/21/2023 17:18,VOST Europe,David Harris,Google,https://google.com/93cafb86-cb31-4577-a21a-f031b9cedfb2,Illegal Content,,,,,
1/21/2023 18:48,VOST Europe,Mary Hernandez,Instagram,https://instagram.com/0dfe186d-4eb7-4a61-85f6-acf0225ac778,Platform Manipulation,https://www.google.com/,1/24/2023 18:48,Demoted,Policy X,No
1/22/2023 12:17,VOST Europe,Rose Wright,Instagram,https://instagram.com/847b9c82-a0db-431a-9dd4-38e984d78c0f,DSA,https://www.google.com/,1/30/2023 12:17,Demoted,Policy Z,No
1/22/2023 20:58,VOST Europe,Laura Garcia,Instagram,https://instagram.com/acde0696-1b38-4e00-9fe4-94928f3202d2,Illegal Content,https://www.google.com/,2/16/2023 20:58,No Action,Policy X,No
1/22/2023 21:36,VOST Europe,David Kennedy,Bing,https://bing.com/e4fd3490-1474-46fd-8f7e-0e3418eb8a8d,Disinformation,https://www.google.com/,1/23/2023 21:36,Demoted,Policy X,No
1/23/2023 0:40,VOST Europe,Brandi Hampton,TikTok,https://tiktok.com/45963494-79c9-4d9d-b8c3-981d8bf60380,Disinformation,https://www.google.com/,2/17/2023 0:40,Demoted,Policy Y,No
1/23/2023 14:26,VOST Europe,Tabitha Perez,Facebook,https://facebook.com/67aa2dcd-4dc0-49d9-a523-4e11bbfab922,Illegal Content,https://www.google.com/,2/11/2023 14:26,No Action,Policy Z,Yes
1/23/2023 21:37,VOST Europe,Shannon Gregory,LinkedIn,https://linkedin.com/e519ea59-f2cb-40d2-9855-2428303a56bc,Disinformation,https://www.google.com/,2/19/2023 21:37,Demoted,Policy W,No
1/23/2023 23:22,VOST Europe,Amanda Silva,WhatsApp,https://whatsapp.com/09e1660b-9d1f-474b-a246-6ba1f755f7a8,Illegal Content,,,,,
1/24/2023 4:08,VOST Europe,Ashley Robinson,TikTok,https://tiktok.com/1dfc2bae-5c19-408d-920a-5979b38135be,DSA,https://www.google.com/,1/30/2023 4:08,Demoted,Policy Z,No
1/24/2023 7:27,VOST Europe,Cody Drake,Google,https://google.com/b67242ee-1d09-418e-86bf-113fd813de8d,Illegal Content,https://www.google.com/,2/2/2023 7:27,Removed,Policy Z,No
1/24/2023 21:22,VOST Europe,Joshua Williams,Instagram,https://instagram.com/cd22ef7c-746a-4609-af75-568a6ef1dc8c,Illegal Content,,,,,
1/25/2023 4:13,VOST Europe,Allison Reed,Google,https://google.com/cafe90ff-fd20-436e-a5c7-7c0eee787126,DSA,https://www.google.com/,2/6/2023 4:13,Demoted,Policy W,No
1/25/2023 17:00,VOST Europe,Sean Montes,LinkedIn,https://linkedin.com/50209413-5742-41a6-8778-09970ca05f6d,Disinformation,,,,,
1/26/2023 3:04,VOST Europe,Michael Nielsen,TikTok,https://tiktok.com/e97aba98-c481-47f5-afe7-ba50e2f6164a,Platform Manipulation,https://www.google.com/,1/27/2023 3:04,No Action,Policy Y,No
1/26/2023 13:27,VOST Europe,Raymond Collins,WhatsApp,https://whatsapp.com/5d269d3d-cade-4e82-814b-82bc3a5b060b,Platform Manipulation,https://www.google.com/,2/25/2023 13:27,Demoted,Policy W,No
1/26/2023 15:27,VOST Europe,John Gonzalez,LinkedIn,https://linkedin.com/27fa7547-a3cd-4a15-869c-45c3e10f91fb,Spam,,,,,
1/26/2023 17:26,VOST Europe,Michele Johns,TikTok,https://tiktok.com/c93b9fc1-5e1f-451b-a3ab-c41f68c3d429,Illegal Content,https://www.google.com/,2/8/2023 17:26,Demoted,Policy Y,No
1/27/2023 4:44,VOST Europe,Jared Miller,Facebook,https://facebook.com/f32f865a-0b7f-4e16-a747-a352d3235d87,Spam,https://www.google.com/,2/24/2023 4:44,Removed,Policy X,No
1/27/2023 5:44,VOST Europe,Megan Jensen,LinkedIn,https://linkedin.com/455bf8a4-1440-466f-aa17-d10506582b0f,DSA,,,,,
1/27/2023 7:03,VOST Europe,Jessica Lopez,WhatsApp,https://whatsapp.com/dfb9774c-82aa-430c-ab38-f9087f9b1130,Disinformation,,,,,
1/27/2023 10:09,VOST Europe,Kristie Hines,LinkedIn,https://linkedin.com/d2c0eb4b-8bbf-473a-a0bd-eb496b2ac189,Spam,https://www.google.com/,1/29/2023 10:09,No Action,Policy Y,No
1/28/2023 2:28,VOST Europe,Jasmine Bishop,WhatsApp,https://whatsapp.com/2aef6461-42af-47ad-a6d3-eabf6ff03e1a,Illegal Content,https://www.google.com/,1/29/2023 2:28,No Action,Policy Z,Yes
1/28/2023 8:55,VOST Europe,Eugene Ibarra,Facebook,https://facebook.com/19ee1a61-2eea-43cf-b316-df1ee1e160a2,Disinformation,https://www.google.com/,2/17/2023 8:55,Removed,Policy W,No
1/28/2023 14:43,VOST Europe,Joe Smith,Google,https://google.com/4111a92c-b7c8-48f9-a7a5-85b01633646d,Platform Manipulation,https://www.google.com/,2/15/2023 14:43,Removed,Policy Z,No
1/28/2023 22:10,VOST Europe,David Lawson,YouTube,https://youtube.com/9a19007e-b700-4de3-8090-a92b02e835e8,DSA,https://www.google.com/,2/27/2023 22:10,Removed,Policy Z,No
1/29/2023 8:58,VOST Europe,Richard Boone,LinkedIn,https://linkedin.com/4db6f643-06bc-4fda-9690-169e68493b16,Illegal Content,https://www.google.com/,2/12/2023 8:58,Removed,Policy X,No
1/31/2023 3:03,VOST Europe,Christian Lopez,Google,https://google.com/f40b46c7-d949-425c-9e6b-76a183d6d289,Illegal Content,https://www.google.com/,2/24/2023 3:03,Removed,Policy X,No
1/31/2023 9:57,VOST Europe,Mark Wallace,LinkedIn,https://linkedin.com/a14f0999-261e-4e81-9363-ec37f3639113,Spam,,,,,
1/31/2023 13:35,VOST Europe,Richard Fox,Bing,https://bing.com/08da6601-3d16-43bd-b8a9-2c1e81f851f6,Illegal Content,https://www.google.com/,2/1/2023 13:35,Demoted,Policy W,No
1/31/2023 13:44,VOST Europe,James Thomas,TikTok,https://tiktok.com/acc6b3a3-b747-40f8-a4f7-8c11d64160c2,Disinformation,https://www.google.com/,2/28/2023 13:44,No Action,Policy Y,Yes
1/31/2023 14:48,VOST Europe,Sean Williams,LinkedIn,https://linkedin.com/21575d30-aeb8-4356-82cc-682556818a2d,Platform Manipulation,,,,,
2/1/2023 7:53,VOST Europe,Stephanie Fletcher,TikTok,https://tiktok.com/67bc7565-3339-42df-b721-b116cf88d918,DSA,https://www.google.com/,2/23/2023 7:53,Demoted,Policy Z,No
2/1/2023 16:15,VOST Europe,Wendy White,Facebook,https://facebook.com/6f9bea14-90b5-4094-b362-fcbfbdb63dd8,Platform Manipulation,https://www.google.com/,3/3/2023 16:15,No Action,Policy W,Yes
2/2/2023 0:17,VOST Europe,Tyler Morris,WhatsApp,https://whatsapp.com/16bffbca-bd07-40e9-81ed-f00485590bb5,Disinformation,https://www.google.com/,2/27/2023 0:17,Demoted,Policy Z,No
2/2/2023 8:28,VOST Europe,Amanda Shaw,Bing,https://bing.com/cf58c9c7-3531-4c5d-a383-95adef4a1566,DSA,https://www.google.com/,2/5/2023 8:28,Removed,Policy Z,No
2/2/2023 8:43,VOST Europe,Samantha Lewis,LinkedIn,https://linkedin.com/b9c69cb6-ca90-413c-ab8a-d7252c377077,DSA,https://www.google.com/,2/9/2023 8:43,Removed,Policy X,No
2/3/2023 1:07,VOST Europe,Tyler Tucker,WhatsApp,https://whatsapp.com/6dbead75-f25b-44fc-b08c-9a7b7300cfcb,Illegal Content,https://www.google.com/,2/12/2023 1:07,Demoted,Policy Y,No
2/3/2023 15:38,VOST Europe,Maria Meyer,Google,https://google.com/e9332037-1703-4a92-8a0a-f355a28ccacf,DSA,https://www.google.com/,2/28/2023 15:38,Removed,Policy X,No
2/4/2023 10:05,VOST Europe,Sergio Garcia,TikTok,https://tiktok.com/964666b7-f7ea-4b52-b77e-ed238999a634,Spam,https://www.google.com/,2/21/2023 10:05,Demoted,Policy X,No
2/5/2023 0:54,VOST Europe,Katelyn Suarez,LinkedIn,https://linkedin.com/8c8a2ae4-b3c9-4eb2-ac6d-06bb41629468,Illegal Content,https://www.google.com/,2/17/2023 0:54,Removed,Policy Z,No
2/6/2023 21:02,VOST Europe,Melinda Thompson,Google,https://google.com/89832e6b-b8c0-413d-a734-4ec176ef468a,DSA,https://www.google.com/,2/24/2023 21:02,No Action,Policy W,Yes
2/7/2023 0:36,VOST Europe,Shawna Larson,TikTok,https://tiktok.com/a82bd9f1-d2b1-44b3-b5e6-1cc21576fe69,Spam,https://www.google.com/,2/23/2023 0:36,No Action,Policy X,Yes
2/7/2023 4:15,VOST Europe,Ashley Mathis,Instagram,https://instagram.com/88cf198e-9423-4a22-8489-9a16daf4f436,Illegal Content,https://www.google.com/,2/9/2023 4:15,Demoted,Policy Y,No
2/7/2023 10:14,VOST Europe,Robert Wilson,Google,https://google.com/fd4bf679-0041-400d-a18d-159c27b72629,Spam,,,,,
2/7/2023 11:40,VOST Europe,Kristine Parker,Instagram,https://instagram.com/937fb0b5-22c1-48b2-902e-1cb9c4989d2c,Platform Manipulation,,,,,
2/7/2023 12:16,VOST Europe,William White,Facebook,https://facebook.com/059b28dd-ca5d-4841-9c8e-8ebc2100096d,Platform Manipulation,https://www.google.com/,2/18/2023 12:16,No Action,Policy W,No
2/7/2023 18:53,VOST Europe,Brittany Perry,Bing,https://bing.com/38ff7cac-5188-4780-a0a8-2803d4ad15ef,DSA,,,,,
2/7/2023 19:01,VOST Europe,Paul Moody PhD,WhatsApp,https://whatsapp.com/3962f767-56a5-4afe-8b27-f1b44a3d97c7,Platform Manipulation,https://www.google.com/,2/22/2023 19:01,No Action,Policy W,Yes
2/7/2023 22:01,VOST Europe,Becky Gonzalez,Instagram,https://instagram.com/b1bd1e47-23f3-4e68-bdba-08297d464be5,Spam,https://www.google.com/,2/21/2023 22:01,Demoted,Policy W,No
2/8/2023 1:59,VOST Europe,Craig Baker,Bing,https://bing.com/2e72fbd6-82e1-4b86-b887-ae875fd6b4ed,Platform Manipulation,https://www.google.com/,3/7/2023 1:59,Demoted,Policy X,No
2/8/2023 4:17,VOST Europe,Danielle Carpenter,YouTube,https://youtube.com/7a3efd67-7a16-4ee2-b822-8b897efc2463,DSA,https://www.google.com/,3/1/2023 4:17,No Action,Policy W,No
2/8/2023 6:45,VOST Europe,Rebecca Nguyen,Bing,https://bing.com/6a17663d-c2d9-4b0e-bf47-ea831b2b1e82,Illegal Content,https://www.google.com/,2/14/2023 6:45,No Action,Policy W,Yes
2/8/2023 10:56,VOST Europe,Jennifer Price,Facebook,https://facebook.com/a5e4381b-4cbb-4821-b7f8-8ee84f00da2a,DSA,,,,,
2/9/2023 0:05,VOST Europe,Gregory Martinez,LinkedIn,https://linkedin.com/ccc4cafb-10d8-4068-b1cd-c328f542f9c9,Illegal Content,,,,,
2/9/2023 4:33,VOST Europe,Michael Wilson,TikTok,https://tiktok.com/503e4f2a-1d4a-4478-b1ff-cb79326b50ea,Spam,https://www.google.com/,3/11/2023 4:33,Demoted,Policy W,No
2/9/2023 7:45,VOST Europe,Tamara Mccann,YouTube,https://youtube.com/2f3390cc-ef74-4c71-807d-33ffb218c974,Platform Manipulation,https://www.google.com/,3/1/2023 7:45,Demoted,Policy X,No
2/9/2023 15:43,VOST Europe,Ronald Mccoy,Google,https://google.com/be176a8e-e749-460f-9ee7-62cedad20d06,Illegal Content,https://www.google.com/,2/25/2023 15:43,Demoted,Policy Y,No
2/9/2023 21:27,VOST Europe,Todd Johnson,TikTok,https://tiktok.com/11a89508-a8ea-499c-92ad-740ef0a0b249,Platform Manipulation,https://www.google.com/,3/4/2023 21:27,Removed,Policy Y,No
2/9/2023 21:55,VOST Europe,Stacy Wiley,Instagram,https://instagram.com/616c7330-605c-41df-9f83-da058fa0baf3,Illegal Content,https://www.google.com/,2/21/2023 21:55,Removed,Policy X,No
2/10/2023 2:19,VOST Europe,Erin Washington,TikTok,https://tiktok.com/48406270-2e7f-4b23-b2d7-5a5f1ba97f48,Platform Manipulation,,,,,
2/10/2023 3:36,VOST Europe,Rebecca Sanders,WhatsApp,https://whatsapp.com/f8c6718f-1cb4-4c8e-9029-ba4e351559fb,Disinformation,,,,,
2/10/2023 14:05,VOST Europe,Daniel West,Google,https://google.com/75f6cd1e-6317-44ec-b4e5-27ff2f785006,Platform Manipulation,https://www.google.com/,3/12/2023 14:05,Demoted,Policy Y,No
2/10/2023 18:35,VOST Europe,Mark Jones,WhatsApp,https://whatsapp.com/a447f1d5-f22e-499d-899f-6b17ff1f913c,Disinformation,https://www.google.com/,2/22/2023 18:35,No Action,Policy X,No
2/11/2023 10:31,VOST Europe,Kenneth Smith,Google,https://google.com/c3940e47-daae-48e2-999a-5fbb8700a1d2,Spam,https://www.google.com/,3/6/2023 10:31,No Action,Policy W,No
2/11/2023 12:28,VOST Europe,Mark Valentine,TikTok,https://tiktok.com/1c55263d-5e56-4f7b-af9d-0e28573c3a0e,Illegal Content,https://www.google.com/,3/5/2023 12:28,Demoted,Policy Z,No
2/11/2023 14:27,VOST Europe,Paul Shepherd,WhatsApp,https://whatsapp.com/b83bb2f0-c6c9-4c2b-a94f-cafb2d82dfd2,DSA,https://www.google.com/,2/14/2023 14:27,Demoted,Policy W,No
2/12/2023 0:39,VOST Europe,Jessica Lucas,Instagram,https://instagram.com/ca79f547-9c27-4aab-b2a4-ec15cc9db42d,Illegal Content,https://www.google.com/,3/2/2023 0:39,No Action,Policy Y,No
2/12/2023 12:35,VOST Europe,Katelyn Wood,Facebook,https://facebook.com/a48c771e-1b74-41e1-8e04-c8c30a0fcf9c,Spam,https://www.google.com/,3/9/2023 12:35,Removed,Policy W,No
2/13/2023 7:22,VOST Europe,Monica Murphy,LinkedIn,https://linkedin.com/6f7598b1-c4ec-4d49-8ce3-de6e5a1a149e,Illegal Content,https://www.google.com/,2/15/2023 7:22,No Action,Policy Z,Yes
2/13/2023 13:24,VOST Europe,Jason Thompson,YouTube,https://youtube.com/31b6d6e7-da0d-4443-8fa7-a63226629975,Disinformation,https://www.google.com/,2/15/2023 13:24,Removed,Policy Z,No
2/14/2023 0:29,VOST Europe,Joanna Gaines,YouTube,https://youtube.com/63e18322-3927-4730-abfe-0fdd5436fd2e,Spam,,,,,
2/14/2023 6:37,VOST Europe,Justin Smith,LinkedIn,https://linkedin.com/ac943481-bf6d-42a4-afa7-0a8542cb1ed7,Disinformation,https://www.google.com/,3/15/2023 6:37,No Action,Policy Z,Yes
2/14/2023 17:28,VOST Europe,Gregory French,Facebook,https://facebook.com/be22fc2b-2ab3-4d21-a8cb-638c5be55e4f,DSA,https://www.google.com/,3/9/2023 17:28,No Action,Policy Z,Yes
2/15/2023 19:26,VOST Europe,Alexander Griffin,Instagram,https://instagram.com/31714094-5876-4b19-b0b4-f2a2911ea942,Platform Manipulation,,,,,
2/16/2023 10:50,VOST Europe,Sally Chan,LinkedIn,https://linkedin.com/98ee4bef-4a95-4310-aeaf-1044fc1d5954,Illegal Content,https://www.google.com/,3/5/2023 10:50,Removed,Policy W,No
2/17/2023 7:07,VOST Europe,Daniel Kramer,TikTok,https://tiktok.com/2d9e9d2a-37b7-41ee-8031-a7d7c46a4dc4,DSA,https://www.google.com/,3/19/2023 7:07,Demoted,Policy Y,No
2/17/2023 8:56,VOST Europe,Sherry Lowe MD,LinkedIn,https://linkedin.com/bb47b4a0-6eb0-43e3-a559-fc76cba78ded,Illegal Content,https://www.google.com/,3/8/2023 8:56,Demoted,Policy X,No
2/18/2023 0:17,VOST Europe,Gary Conley,WhatsApp,https://whatsapp.com/f4cc760e-2eeb-46e0-a8c6-eb782be373cc,Illegal Content,https://www.google.com/,2/25/2023 0:17,Demoted,Policy W,No
2/18/2023 10:07,VOST Europe,David Thomas,Facebook,https://facebook.com/054541cc-b81d-4637-89e0-7f7b87baa3f1,Disinformation,,,,,
2/18/2023 18:43,VOST Europe,Rhonda Clay,Facebook,https://facebook.com/74b44abd-1c65-4bfe-aec9-eeecf8b316fc,Platform Manipulation,https://www.google.com/,3/2/2023 18:43,No Action,Policy W,No
2/18/2023 20:38,VOST Europe,Cindy Lewis,LinkedIn,https://linkedin.com/1736dfd7-eb07-42cd-9ee7-c04daa7e002d,Illegal Content,https://www.google.com/,3/15/2023 20:38,Removed,Policy W,No
2/18/2023 21:23,VOST Europe,Alexandra Beasley,Bing,https://bing.com/0e517a37-8e95-42db-8fef-c75d9ca8fc51,Platform Manipulation,https://www.google.com/,3/3/2023 21:23,No Action,Policy W,Yes
2/19/2023 15:45,VOST Europe,Mrs. Taylor Hampton,Facebook,https://facebook.com/8a8d4407-d967-43bb-8e96-bd2175db8107,Platform Manipulation,,,,,
2/20/2023 21:15,VOST Europe,Stephanie West,YouTube,https://youtube.com/78046ad9-530d-4cd9-b51d-ddad473abe83,Illegal Content,https://www.google.com/,2/28/2023 21:15,Removed,Policy Z,No
2/21/2023 1:14,VOST Europe,Angela Parker,YouTube,https://youtube.com/40a86073-bf07-4a33-9549-9d705fe86621,Illegal Content,https://www.google.com/,2/23/2023 1:14,No Action,Policy X,No
2/21/2023 7:39,VOST Europe,Nicholas Gordon,YouTube,https://youtube.com/04afa2df-5085-4aaf-95d6-10393380f8f4,Spam,,,,,
2/21/2023 13:47,VOST Europe,Gregory Taylor,YouTube,https://youtube.com/2b3ace59-1286-4a4a-9165-ecc987545356,Platform Manipulation,,,,,
2/21/2023 17:39,VOST Europe,Jennifer Thomas,LinkedIn,https://linkedin.com/24e944a7-0332-4192-bd5f-ea8b88f70255,Disinformation,https://www.google.com/,2/22/2023 17:39,No Action,Policy Z,Yes
2/22/2023 1:50,VOST Europe,Patrick Johns,TikTok,https://tiktok.com/171ebbf2-cc2d-4b74-860c-936e57b90ee4,Illegal Content,https://www.google.com/,3/10/2023 1:50,Removed,Policy Z,No
2/22/2023 15:02,VOST Europe,Michelle Cohen,Instagram,https://instagram.com/e16b1b2b-0d10-473c-876c-03f1c3efd0fc,Spam,https://www.google.com/,2/25/2023 15:02,No Action,Policy W,Yes
2/22/2023 16:33,VOST Europe,David Cabrera,WhatsApp,https://whatsapp.com/556ce9b3-e52a-4bee-b780-a081eb2ef1b5,DSA,https://www.google.com/,3/19/2023 16:33,Removed,Policy Z,No
2/22/2023 18:34,VOST Europe,Andrea Tucker,WhatsApp,https://whatsapp.com/06d33b3a-3115-4194-8f0c-9ea323cc637c,Disinformation,,,,,
2/22/2023 18:47,VOST Europe,Richard Foster,Instagram,https://instagram.com/13803d03-55fd-452d-9d90-8c1d1cde3d34,Disinformation,https://www.google.com/,3/8/2023 18:47,Demoted,Policy X,No
2/24/2023 5:24,VOST Europe,Raymond Montoya,WhatsApp,https://whatsapp.com/69661491-ccca-4c5c-916b-9a4d2d84eef8,Platform Manipulation,https://www.google.com/,2/27/2023 5:24,Removed,Policy W,No
2/24/2023 15:06,VOST Europe,Donald Ruiz,Instagram,https://instagram.com/f7468ce3-c5eb-4187-ad3f-4070c726b3d6,Illegal Content,https://www.google.com/,3/18/2023 15:06,Demoted,Policy Y,No
