Timestamp,Reporting Entity,Reporting User,Platform,URL,Report Type,Answer Date,Platform Decision,Policy,Appeal
2023-07-04 08:25:43,VOST Europe,Tara Ryan,Bing,https://bing.com/4ea40c14-1e39-4ccc-ab2c-aa83fe299279,Disinformation,2023-07-29 08:25:43,No Action,Policy Y,Yes
2023-07-06 21:18:44,VOST Europe,Anthony King,Facebook,https://facebook.com/0a3e0e0b-bc88-4445-ad19-62abf1b7292e,Spam,2023-07-18 21:18:44,Removed,Policy X,No
2023-07-13 06:41:37,VOST Europe,Julia Welch,Google,https://google.com/b078fc62-f40a-47ce-82f4-7cd3b41e3225,Disinformation,2023-08-02 06:41:37,Demoted,Policy X,No
2023-07-13 10:21:42,VOST Europe,Raymond Branch,YouTube,https://youtube.com/47ef3fbf-fa42-4de6-b994-b50fc0a6752c,Illegal Content,2023-07-17 10:21:42,Removed,Policy X,No
2023-07-20 02:19:00,VOST Europe,Anita Richardson,Bing,https://bing.com/d823bbf2-8958-4490-9e33-c0fcf4a9e6d2,Platform Manipulation,2023-07-28 02:19:00,Demoted,Policy X,No
2023-07-25 12:05:12,VOST Europe,Christopher Jones,Google,https://google.com/be0a70b3-b8a4-499f-84c5-6442a11ce752,Illegal Content,2023-08-16 12:05:12,Removed,Policy Z,No
2023-07-28 16:17:26,VOST Europe,Derrick Mcdonald,Facebook,https://facebook.com/8611d4f2-e3cf-44c4-bf58-0cc8ed67c20a,Spam,2023-08-01 16:17:26,Demoted,Policy Y,No
2023-07-29 16:38:26,VOST Europe,Michael Padilla,WhatsApp,https://whatsapp.com/57d8d595-b42b-4b2b-a4c1-948d3bc8edc6,Platform Manipulation,2023-08-08 16:38:26,No Action,Policy W,No
2023-08-04 20:35:31,VOST Europe,Dr. Richard Rogers,Facebook,https://facebook.com/69c1070b-56f6-4771-ba55-df5f7110664f,Spam,2023-09-03 20:35:31,Removed,Policy Z,No
2023-08-05 13:16:44,VOST Europe,Stephen Paul,Facebook,https://facebook.com/579478d8-07c1-4761-a369-1c460be4ebd0,Platform Manipulation,2023-08-14 13:16:44,Demoted,Policy Y,No
2023-08-08 10:31:46,VOST Europe,Kimberly French,WhatsApp,https://whatsapp.com/28d48f34-7156-41c7-a70a-bc6dc890a022,Disinformation,2023-08-29 10:31:46,No Action,Policy Z,Yes
2023-08-18 00:16:19,VOST Europe,Chad Berry,TikTok,https://tiktok.com/68805769-d9e6-4f77-864a-8ae5a9df35b4,Platform Manipulation,2023-08-30 00:16:19,No Action,Policy X,No
2023-08-23 01:57:46,VOST Europe,Bruce Mckay,YouTube,https://youtube.com/425d9ab1-737c-439d-84e0-a7e1df7751c8,Illegal Content,2023-08-28 01:57:46,Removed,Policy Z,No
2023-08-24 23:31:47,VOST Europe,Patrick Cox,WhatsApp,https://whatsapp.com/7b76c094-d451-405e-a109-f9cf4e8b97be,Spam,2023-09-08 23:31:47,Removed,Policy Y,No
2023-08-30 07:59:53,VOST Europe,Timothy Davis,Google,https://google.com/27fbb5ae-775f-4b66-bb6e-f0c22d37b48e,Spam,2023-09-22 07:59:53,Demoted,Policy X,No
2023-09-04 03:54:52,VOST Europe,Shirley Jones,WhatsApp,https://whatsapp.com/02693a1b-d87d-41a5-a6fb-86ba672baad2,Platform Manipulation,2023-09-23 03:54:52,Removed,Policy W,No
2023-09-05 13:49:47,VOST Europe,Stephen Grant,Google,https://google.com/cbddd1c8-0f05-487f-bb95-00cc6562d082,Platform Manipulation,2023-09-18 13:49:47,Demoted,Policy X,No
2023-09-08 15:42:03,VOST Europe,James Marks,Instagram,https://instagram.com/fd6ce02c-7e8b-4f23-9277-b79807e4e9ab,Spam,2023-09-27 15:42:03,No Action,Policy Z,Yes
2023-09-09 16:56:47,VOST Europe,Timothy Farmer,WhatsApp,https://whatsapp.com/d1b71bdb-649d-4725-82ef-9c53708cf53c,Illegal Content,2023-09-20 16:56:47,Removed,Policy X,No
2023-09-11 21:58:49,VOST Europe,Hailey Foster,LinkedIn,https://linkedin.com/4d5da849-5c23-4ef9-b459-d8552114b252,Spam,2023-09-18 21:58:49,Demoted,Policy Z,No
2023-09-12 03:48:51,VOST Europe,Evelyn Watkins,Instagram,https://instagram.com/3078e6db-d5d0-42f1-bacd-9812a9c6f6ab,Disinformation,2023-09-15 03:48:51,Demoted,Policy W,No
2023-09-20 14:57:45,VOST Europe,Bradley Gordon,Google,https://google.com/5f617ca0-ec2a-41cd-94cf-43cc78387756,Platform Manipulation,2023-10-16 14:57:45,Demoted,Policy Y,No
2023-09-23 21:40:03,VOST Europe,Dylan Wilson MD,Instagram,https://instagram.com/4b067225-58f9-4312-9b47-9876e1cfeb4a,Spam,2023-10-09 21:40:03,Removed,Policy Z,No
2023-10-13 19:21:18,VOST Europe,Sierra Mitchell,Facebook,https://facebook.com/03b16c26-790e-4dd9-b7b2-76aef3e06a4b,Illegal Content,2023-11-09 19:21:18,No Action,Policy Z,Yes
2023-10-19 14:52:51,VOST Europe,Jenny Hardy,LinkedIn,https://linkedin.com/8dcc1fe2-0fd7-4d3a-9590-00a7b27fb1cc,Platform Manipulation,2023-11-01 14:52:51,Removed,Policy Z,No
2023-10-20 13:29:20,VOST Europe,Maria Sutton,WhatsApp,https://whatsapp.com/57f9e1ec-01fb-4d42-9e2f-3e0389b165a8,Platform Manipulation,2023-11-07 13:29:20,Removed,Policy X,No
2023-10-22 06:15:10,VOST Europe,Melissa Christensen,Google,https://google.com/ddfcac5d-fcc3-4c32-91ea-cca859ff3126,Spam,2023-11-05 06:15:10,No Action,Policy Z,No
2023-10-23 23:43:22,VOST Europe,Sheryl Hunter DDS,Facebook,https://facebook.com/a1482cf2-d6ff-4aee-a72a-2f1a9812dbf2,Platform Manipulation,2023-10-27 23:43:22,No Action,Policy X,Yes
2023-10-25 19:28:52,VOST Europe,Christopher Miranda,Google,https://google.com/3c623875-cd39-40bb-8f38-400f9b2c70a4,Illegal Content,2023-10-30 19:28:52,Removed,Policy Y,No
2023-10-26 01:00:53,VOST Europe,Christopher Martinez,Bing,https://bing.com/5b8da29a-a330-433c-a9cb-9c6fe885d45e,Platform Manipulation,2023-11-17 01:00:53,Removed,Policy Y,No
2023-10-26 04:38:14,VOST Europe,Joshua Carter,LinkedIn,https://linkedin.com/8a1844c3-05a0-45ed-bdbc-adb67a24ca4c,DSA,2023-11-15 04:38:14,Demoted,Policy X,No
2023-10-27 04:24:16,VOST Europe,Stacey Robinson,Instagram,https://instagram.com/461f150e-2648-4161-8f81-1af971c8c8c5,Platform Manipulation,2023-10-31 04:24:16,Removed,Policy W,No
2023-10-28 22:38:44,VOST Europe,Chloe Huff,Instagram,https://instagram.com/7010d617-ff8b-4cfc-a4db-53f65473f45a,DSA,2023-11-16 22:38:44,Removed,Policy X,No
2023-10-31 22:08:47,VOST Europe,Joseph Roth,TikTok,https://tiktok.com/3473c10a-1358-4683-94a8-faceec9d92c6,Platform Manipulation,2023-11-25 22:08:47,Removed,Policy Z,No
2023-11-18 11:02:13,VOST Europe,Ryan Hamilton,YouTube,https://youtube.com/7f77350d-9274-46be-94f7-f63c271f8a3e,Disinformation,2023-12-13 11:02:13,Removed,Policy Z,No
2023-11-23 10:56:18,VOST Europe,Elizabeth Bush,Instagram,https://instagram.com/36c4153c-7a18-4c33-ae3d-75f3cd2b9a6e,DSA,2023-12-14 10:56:18,Demoted,Policy W,No
2023-11-25 00:36:08,VOST Europe,Russell Wilson,WhatsApp,https://whatsapp.com/646a2af5-3ac1-4766-b854-5e486afd606a,Spam,2023-12-07 00:36:08,Demoted,Policy W,No
2023-11-25 07:52:04,VOST Europe,Amy Browning,Facebook,https://facebook.com/7a65cb1c-7825-4796-bdc8-fb3d009b84a2,Platform Manipulation,2023-12-11 07:52:04,No Action,Policy Y,No
2023-11-27 03:46:53,VOST Europe,Whitney Hale,LinkedIn,https://linkedin.com/9929698f-ae78-41d8-a947-b6bf4c9723d9,Illegal Content,2023-12-01 03:46:53,Demoted,Policy Z,No
2023-12-03 10:48:56,VOST Europe,Jeremy Andersen,LinkedIn,https://linkedin.com/2f3bbaf7-83fd-4137-a5aa-69d32aff7399,Illegal Content,2023-12-12 10:48:56,No Action,Policy W,No
2023-12-03 17:14:21,VOST Europe,Timothy Carlson,Instagram,https://instagram.com/7f91d4be-2fae-476b-9ece-c78f8fbe30ac,Illegal Content,2023-12-27 17:14:21,Demoted,Policy Y,No
2023-12-07 10:24:28,VOST Europe,Denise Rodriguez,Instagram,https://instagram.com/8be3ea01-346d-4d49-877c-f538a5937618,Spam,2023-12-21 10:24:28,Removed,Policy Z,No
2023-12-08 10:38:30,VOST Europe,Kimberly Rivera,Google,https://google.com/363ce6c4-9787-4680-9f40-66255f83046d,Spam,2023-12-10 10:38:30,No Action,Policy X,No
2023-12-10 13:33:54,VOST Europe,Steven Sanders,Bing,https://bing.com/84e50343-8887-49da-aaf9-5942de0c7699,Disinformation,2024-01-01 13:33:54,No Action,Policy X,Yes
2023-12-12 06:18:31,VOST Europe,Christopher Sanders,WhatsApp,https://whatsapp.com/6f5cd5a9-0053-4343-b271-f1a50e0c2cab,Disinformation,2024-01-01 06:18:31,Removed,Policy Z,No
2023-12-19 02:05:46,VOST Europe,Jeffrey Davis,WhatsApp,https://whatsapp.com/89ce026d-2b8c-4cef-a056-4c3a3aae693d,DSA,2024-01-17 02:05:46,Removed,Policy Y,No
2023-12-19 03:58:20,VOST Europe,Kelsey Patton,Google,https://google.com/3c8a846d-c6ad-41da-a850-a65eebb55c86,Disinformation,2024-01-17 03:58:20,No Action,Policy Z,No
2023-12-22 17:49:53,VOST Europe,Michael Moran,YouTube,https://youtube.com/7518e5ce-62b4-4b4f-ac9e-a4cc935aa741,Platform Manipulation,2024-01-06 17:49:53,No Action,Policy Z,Yes
2023-12-28 19:44:33,VOST Europe,Kyle Johnson III,Bing,https://bing.com/a6b9ff88-6bc9-4c7e-8099-b4cff3c2eb41,Platform Manipulation,2024-01-21 19:44:33,Demoted,Policy Z,No
